carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,cost_usd,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,shipment_weight_kg,first_carrier_name,carrier_number_name,year_month,price_per_distance,origin_postal_code_2_digit,destination_postal_code_2_digit,lane,country_lane
CR-922-C,SHP712711,2025-02-23,2025-02-26,0,0,3,Road,3166.38,North America,US,76417,MX,49593,1254.34,3,626.79,2776.1,ZIM,CR-922-C-ZIM,2025-02,0.39614322980817207,76,49,US76-->MX49,US-->MX
CR-366-C,SHP176179,2023-06-07,2023-06-08,1,1,0,Air,84475.8,Latin America,CO,215870,PE,864288,8690.2,1,17728.29,3400.05,ZIM,CR-366-C-ZIM,2023-06,0.10287206513581405,21,86,CO21-->PE86,CO-->PE
CR-565-C,SHP564195,2024-07-12,2024-07-24,1,1,0,Sea,6563.26,Latin America,PE,976015,AR,761305,8489.74,12,3051.33,23960.88,USPS,CR-565-C-USPS,2024-07,1.2935248641681114,97,76,PE97-->AR76,PE-->AR
CR-332-C,SHP563948,2023-09-22,2023-09-30,1,0,0,Road,6997.3,Latin America,CO,535648,AR,541213,10890.99,8,1401.78,715.06,ZIM,CR-332-C-ZIM,2023-09,1.556456061623769,53,54,CO53-->AR54,CO-->AR
CR-527-A,SHP133243,2024-01-17,2024-01-20,1,1,0,Sea,4184.27,Europe,IT,4174,ES,2136,1433.44,3,1908.3,88752.04,TNT,CR-527-A-TNT,2024-01,0.34257827530250196,41,21,IT41-->ES21,IT-->ES
CR-926-B,SHP885392,14-12-2024,2024-12-27,1,1,0,Rail,30099.75,Africa,EG,679319,US,59222,11040.92,13,8558.37,25838.35,Rhenus,CR-926-B-Rhenus,2024-12,0.36681102002508326,67,59,EG67-->US59,EG-->US
CR-496-A,SHP701472,2023-09-26,2023-09-29,1,1,0,Road,996.05,Middle East,TR,8971,TR,2048,369.54,3,229.39,3448.61,Maersk,CR-496-A-Maersk,2023-09,0.3710054716128709,89,20,TR89-->TR20,TR-->TR
CR-278-C,SHP712307,2025-03-02,2025-03-07,0,0,2,Sea,7500.79,Latin America,CO,458675,SG,902283,4047.53,5,4426.31,72905.53,ZIM Integrated Shipping,CR-278-C-ZIM Integrated Shipping,2025-03,0.5396138273435198,45,90,CO45-->SG90,CO-->SG
CR-773-C,SHP142697,2023-06-29,2023-07-09,0,1,1,Road,133838.99,North America,US,68215,JP,178364,11778.0,10,44301.79,20896.67,XPO Logistics,CR-773-C-XPO Logistics,2023-07,0.08800126181466253,68,17,US68-->JP17,US-->JP
CR-385-C,SHP321095,2025-05-03,2025-05-05,1,1,1,Air,45512.28,Middle East,SA,637856,BR,16224,5186.58,2,12457.29,4003.05,XPO Logistics,CR-385-C-XPO Logistics,2025-05,0.11396001255045891,63,16,SA63-->BR16,SA-->BR
CR-439-A,SHP529161,2023-07-10,2023-07-18,1,1,0,Sea,3871.38,Africa,EG,857111,ZA,865433,5350.15,8,2277.4,28378.0,ZIM,CR-439-A-ZIM,2023-07,1.381974903006163,85,86,EG85-->ZA86,EG-->ZA
CR-453-A,SHP492559,2024-08-31,2024-09-02,0,1,0,Sea,724.98,Europe,BE,8268,BE,7355,602.9,2,301.92,33385.18,YRC,CR-453-A-YRC,2024-09,0.831609147838561,82,73,BE82-->BE73,BE-->BE
CR-432-A,SHP970823,2025-03-05,2025-03-10,0,1,1,Rail,1482.4,Europe,NL,9279,SE,2752,1993.3,5,661.29,11058.53,Rhenus,CR-432-A-Rhenus,2025-03,1.3446438208310847,92,27,NL92-->SE27,NL-->SE
180764,SHP851549,2023-03-12,2023-03-14,1,0,0,Air,39321.64,Africa,NG,703697,ZA,725063,4725.9,2,14039.14,4951.13,SF Express,180764-SF Express,2023-03,0.12018572979153463,70,72,NG70-->ZA72,NG-->ZA
CR-169-B,SHP379718,2023-09-16,2023-09-28,0,1,0,Rail,22275.57,Europe,IT,8258,CA,85329,10687.2,12,11036.08,34421.5,YRC Worldwide,CR-169-B-YRC Worldwide,2023-09,0.4797722347845645,82,85,IT82-->CA85,IT-->CA
CR-879-A,SHP863317,2025-01-02,2025-01-05,1,0,0,Sea,1975.35,Europe,IT,1329,ES,6241,1313.37,3,1180.34,59914.0,U.P.S,CR-879-A-U.P.S,2025-01,0.6648796415825043,13,62,IT13-->ES62,IT-->ES
654029,SHP699359,2023-02-14,2023-02-15,0,0,0,Air,9622.21,Europe,IT,8680,FR,2323,1316.31,1,1908.56,2416.55,TNT,654029-TNT,2023-02,0.13679913450236486,86,23,IT86-->FR23,IT-->FR
CR-276-B,SHP885148,2023-02-20,2023-03-01,0,0,0,Road,9223.6,Asia,CN,139341,ZA,891800,9204.6,9,2774.58,1674.63,ZIM,CR-276-B-ZIM,2023-03,0.9979400667852032,13,89,CN13-->ZA89,CN-->ZA
CR-645-C,SHP845815,2024-09-01,2024-09-11,1,1,0,Rail,13401.95,Middle East,IL,704016,AE,354707,7463.43,10,8720.48,38947.6,U.P.S,CR-645-C-U.P.S,2024-09,0.5568913479008651,70,35,IL70-->AE35,IL-->AE
CR-631-B,SHP422678,2024-10-08,2024-10-10,0,0,0,Sea,3049.21,Europe,IT,8492,NL,8564,992.23,2,948.37,63719.78,YRC Worldwide,CR-631-B-YRC Worldwide,2024-10,0.3254055968595144,84,85,IT84-->NL85,IT-->NL
CR-713-C,SHP613066,2023-02-09,2023-02-13,0,0,0,Sea,5625.66,Asia,SG,727890,IN,631095,1878.51,4,2603.53,92396.89,YRC Worldwide,CR-713-C-YRC Worldwide,2023-02,0.33391815360331056,72,63,SG72-->IN63,SG-->IN
CR-913-C,SHP595279,2024-08-20,2024-08-21,1,1,0,Air,1599.03,Middle East,SA,614917,SA,453964,128.66,1,353.85,4583.82,USPS,CR-913-C-USPS,2024-08,0.0804612796507883,61,45,SA61-->SA45,SA-->SA
583785,SHP280852,2024-10-03,2024-10-13,1,1,0,Rail,13319.01,Latin America,CL,431247,TR,1815,8248.53,10,8332.73,33673.61,DB Schenker,583785-DB Schenker,2024-10,0.6193050384375416,43,18,CL43-->TR18,CL-->TR
CR-642-A,SHP876509,2024-10-31,2024-11-04,0,1,2,Road,2402.53,Asia,KR,310102,JP,278956,1363.8,4,597.84,2435.38,XPO Logistics,CR-642-A-XPO Logistics,2024-11,0.5676516006043628,31,27,KR31-->JP27,KR-->JP
CR-716-B,SHP292030,2024-02-23,2024-03-03,1,0,0,Sea,9420.11,Middle East,SA,165952,NG,600892,6235.45,9,4461.47,47700.08,UPS,CR-716-B-UPS,2024-03,0.6619296377643148,16,60,SA16-->NG60,SA-->NG
CR-984-A,SHP175426,25-12-2024,2025-01-07,0,0,3,Sea,16506.78,Africa,NG,698839,SG,464823,7924.48,13,6005.1,50519.44,UPS,CR-984-A-UPS,2025-01,0.48007424827858614,69,46,NG69-->SG46,NG-->SG
CR-144-B,SHP647242,2024-01-24,2024-01-30,0,1,1,Road,643.15,Latin America,BR,73767,CO,782798,7122.15,6,225.94,0.176,ups,CR-144-B-ups,2024-01,11.073855243722305,73,78,BR73-->CO78,BR-->CO
CR-410-B,SHP222086,2023-09-08,2023-09-10,0,0,1,Road,544.18,Europe,BE,4256,BE,9970,242.55,2,140.39,3215.64,SFExpress,CR-410-B-SFExpress,2023-09,0.4457164908669926,42,99,BE42-->BE99,BE-->BE
CR-361-A,SHP176938,2025-01-01,2025-01-03,1,0,0,Sea,2967.5,Europe,BE,6800,FR,9337,1364.52,2,935.55,45708.22,ZIM Integrated Shipping,CR-361-A-ZIM Integrated Shipping,2025-01,0.459821398483572,68,93,BE68-->FR93,BE-->FR
CR-170-A,SHP356878,2025-01-01,2025-01-03,1,0,0,Road,98.55,Asia,SG,613210,SG,760139,73.69,2,28.01,2112.14,YRC Worldwide,CR-170-A-YRC Worldwide,2025-01,0.747742262810756,61,76,SG61-->SG76,SG-->SG
CR-790-A,SHP164546,2025-02-09,2025-02-13,1,0,0,Rail,3360.26,North America,CA,25965,MX,93046,1878.96,4,1058.73,18782.17,YRC Worldwide,CR-790-A-YRC Worldwide,2025-02,0.5591710165284829,25,93,CA25-->MX93,CA-->MX
CR-847-C,SHP399909,2024-09-01,2024-09-03,1,0,0,Sea,2678.15,North America,CA,58260,US,34763,1148.73,2,862.4,50049.06,XPO Logistics,CR-847-C-XPO Logistics,2024-09,0.42892668446502247,58,34,CA58-->US34,CA-->US
CR-285-C,SHP765176,2024-11-24,2024-11-26,0,1,0,Sea,1325.19,Latin America,AR,502896,AR,784150,238.84,2,332.68,92862.1,ZIM Integrated Shipping,CR-285-C-ZIM Integrated Shipping,2024-11,0.18023075936280836,50,78,AR50-->AR78,AR-->AR
CR-102-C,SHP833163,2025-09-22,2025-09-25,0,0,0,Sea,3079.46,Europe,DE,1690,DE,2533,651.02,3,909.29,93114.69,USPS,CR-102-C-USPS,2025-09,0.21140719476791384,16,25,DE16-->DE25,DE-->DE
CR-314-C,SHP545368,2025-04-18,2025-04-25,0,0,0,Road,75844.71,Latin America,PE,747215,AR,600497,8584.01,7,24665.15,15963.25,ZIM,CR-314-C-ZIM,2025-04,0.11317875696274664,74,60,PE74-->AR60,PE-->AR
CR-271-A,SHP231113,2024-08-19,2024-08-30,0,0,0,Sea,9088.44,Latin America,CO,695180,AR,264871,6796.35,11,7032.67,68984.81,YRC Worldwide,CR-271-A-YRC Worldwide,2024-08,0.7478016029153518,69,26,CO69-->AR26,CO-->AR
CR-627-C,SHP228595,2023-01-30,2023-02-02,1,1,0,Rail,305.65,Africa,EG,493101,EG,654348,199.01,3,81.02,13570.45,ZIM,CR-627-C-ZIM,2023-02,0.6511042041550793,49,65,EG49-->EG65,EG-->EG
CR-324-A,SHP876105,2024-11-11,2024-11-14,0,0,0,Air,827.62,Middle East,AE,324725,AE,676733,123.5,3,199.82,2696.58,Rhenus,CR-324-A-Rhenus,2024-11,0.14922307339116986,32,67,AE32-->AE67,AE-->AE
CR-562-A,SHP304705,2024-08-12,2024-08-20,1,1,0,Road,31241.11,North America,MX,47398,FR,6943,11693.64,8,7097.0,3371.73,TNT,CR-562-A-TNT,2024-08,0.37430296170654626,47,69,MX47-->FR69,MX-->FR
CR-295-B,SHP357197,2024-03-31,2024-04-04,1,1,0,Road,2410.52,Middle East,AE,717668,SG,971425,3423.83,4,693.66,1125.55,ZIM,CR-295-B-ZIM,2024-04,1.420369878698372,71,97,AE71-->SG97,AE-->SG
CR-634-A,SHP310815,2023-01-08,2023-01-16,1,0,0,Road,105963.65,Latin America,AR,454933,ZA,223472,10433.59,8,39342.04,20948.39,YRC Worldwide,CR-634-A-YRC Worldwide,2023-01,0.09846386001237217,45,22,AR45-->ZA22,AR-->ZA
CR-335-B,SHP380732,2024-03-21,2024-03-28,0,1,0,Sea,5764.77,Latin America,PE,422639,EG,966198,3831.86,7,3854.89,67067.48,YRC Worldwide,CR-335-B-YRC Worldwide,2024-03,0.664703015037894,42,96,PE42-->EG96,PE-->EG
CR-407-C,SHP777950,2024-08-16,2024-08-22,0,1,3,Road,5648.17,Latin America,PE,181015,AR,121460,4973.58,6,2422.6,2706.08,ZIM,CR-407-C-ZIM,2024-08,0.8805648555195753,18,12,PE18-->AR12,PE-->AR
CR-299-B,SHP214123,2024-05-09,2024-05-18,0,1,0,Rail,11125.66,Africa,EG,415140,NG,479530,8457.31,9,2456.63,9682.46,TNT,CR-299-B-TNT,2024-05,0.7601625431659784,41,47,EG41-->NG47,EG-->NG
CR-516-B,SHP895850,2025-10-10,2025-10-15,0,0,0,Road,18624.09,Africa,KE,367571,US,45734,5068.74,5,13320.65,14600.01,ZIM,CR-516-B-ZIM,2025-10,0.2721604115959491,36,45,KE36-->US45,KE-->US
271004,SHP922247,2023-05-08,2023-05-21,0,1,3,Sea,9026.03,Middle East,IL,104408,CA,97633,8017.19,13,3471.55,28867.52,Kuehne & Nagel,271004-Kuehne & Nagel,2023-05,0.8882299305453227,10,97,IL10-->CA97,IL-->CA
CR-965-C,482697,2025-03-16,2025-03-20,1,0,0,Road,3641.93,Europe,SE,3501,PL,1790,1013.05,4,722.05,3959.73,ups,CR-965-C-ups,2025-03,0.2781629520611324,35,17,SE35-->PL17,SE-->PL
CR-102-C,SHP489865,2023-01-19,2023-01-22,0,1,1,Air,57195.07,North America,CA,49897,PE,63041,10410.32,3,16573.43,2653.36,USPS,CR-102-C-USPS,2023-01,0.18201428899378916,49,63,CA49-->PE63,CA-->PE
CR-228-A,737892,24-12-2023,2023-12-25,0,0,0,Air,1664.82,North America,US,44169,US,87950,132.04,1,372.77,4705.45,YRC Worldwide,CR-228-A-YRC Worldwide,2023-12,0.07931187756033685,44,87,US44-->US87,US-->US
CR-878-C,SHP845315,2024-07-31,2024-08-11,0,0,3,Road,58504.14,Middle East,TR,6920,SA,767452,11688.24,11,28662.9,13623.8,XPO Logistics,CR-878-C-XPO Logistics,2024-08,0.1997848357398297,69,76,TR69-->SA76,TR-->SA
CR-254-C,SHP555595,2023-05-09,2023-05-16,0,0,0,Rail,11856.18,Latin America,CO,670563,AR,383869,7246.58,7,7514.43,34565.41,SF Express,CR-254-C-SF Express,2023-05,0.611206982350133,67,38,CO67-->AR38,CO-->AR
CR-341-B,SHP699932,2024-06-01,2024-03-06,0,0,2,Rail,872.89,Europe,BE,6195,BE,2881,790.21,2,227.79,9608.92,ZIM,CR-341-B-ZIM,2024-03,0.9052801613032571,61,28,BE61-->BE28,BE-->BE
CR-202-C,SHP154860,2024-09-22,2024-09-24,0,1,3,Air,838.18,Europe,PL,1575,AE,300805,4249.92,2,162.45,63.71,SF Express,CR-202-C-SF Express,2024-09,5.070414469445704,15,30,PL15-->AE30,PL-->AE
CR-937-A,SHP970131,2025-08-04,2025-07-08,1,0,0,Road,357.17,Asia,IN,672002,IN,754018,127.39,3,81.39,3549.56,USPS,CR-937-A-USPS,2025-07,0.35666489346809643,67,75,IN67-->IN75,IN-->IN
CR-782-A,SHP718291,2024-05-14,2024-05-17,0,0,1,Road,27734.9,North America,MX,92176,BR,53643,4718.03,3,15164.3,17856.21,ZIM,CR-782-A-ZIM,2024-05,0.17011166436511396,92,53,MX92-->BR53,MX-->BR
CR-198-A,SHP444991,2023-04-25,2023-04-28,0,1,1,Rail,2396.0,Asia,IN,230732,JP,680001,1357.42,3,433.71,10650.38,Nippon Express,CR-198-A-Nippon Express,2023-04,0.5665358931552588,23,68,IN23-->JP68,IN-->JP
CR-464-C,SHP994055,2023-05-30,2023-06-08,1,0,0,Sea,3935.07,Middle East,IL,509659,AE,388830,5384.51,9,2152.95,26656.09,USPS,CR-464-C-USPS,2023-06,1.3683390638540103,50,38,IL50-->AE38,IL-->AE
CR-652-B,SHP131431,2024-08-19,2024-08-20,0,1,0,Air,51549.85,Middle East,TR,4225,IL,936603,6749.69,1,15766.08,3893.04,UPS,CR-652-B-UPS,2024-08,0.13093520155732752,42,93,TR42-->IL93,TR-->IL
182185,SHP457945,2024-01-26,2024-01-28,0,1,0,Road,16130.85,Asia,CN,290851,IN,814157,1909.05,2,4106.22,11949.57,UPS,182185-UPS,2024-01,0.11834776220719924,29,81,CN29-->IN81,CN-->IN
CR-439-B,SHP791294,2024-09-21,2024-09-23,1,1,0,Rail,2769.08,Asia,JP,784804,IN,312204,1257.34,2,946.0,25079.42,ZIM,CR-439-B-ZIM,2024-09,0.45406416571568897,78,31,JP78-->IN31,JP-->IN
CR-189-A,SHP248165,2023-01-20,2023-01-29,1,1,2,Sea,10058.95,Latin America,CL,109009,AR,639194,7445.98,9,3436.49,30768.21,XPO Logistics,CR-189-A-XPO Logistics,2023-01,0.7402343186913146,10,63,CL10-->AR63,CL-->AR
CR-246-B,SHP719244,2025-09-01,2025-08-09,0,0,0,Road,58037.58,Middle East,AE,877447,TR,3764,5808.06,7,17416.52,16659.34,USPS,CR-246-B-USPS,2025-08,0.10007412438630281,87,37,AE87-->TR37,AE-->TR
CR-519-A,SHP443257,2024-01-03,2024-01-11,1,1,0,Road,6899.53,Latin America,CO,173929,PE,565237,7704.54,8,1583.04,1141.49,TNT Express,CR-519-A-TNT Express,2024-01,1.1166760634420025,17,56,CO17-->PE56,CO-->PE
CR-215-C,SHP288495,02-09-2024,2024-05-09,0,1,1,Air,37934.57,Asia,IN,791212,PE,572025,3216.81,3,8627.6,4470.05,Nippon Express,CR-215-C-Nippon Express,2024-05,0.08479890506205817,79,57,IN79-->PE57,IN-->PE
CR-529-A,SHP946190,2024-05-01,2024-05-04,0,1,0,Air,10599.17,North America,CA,79208,US,46586,1557.03,3,3727.42,3989.89,Hapag-Lloyd,CR-529-A-Hapag-Lloyd,2024-05,0.14690112527679053,79,46,CA79-->US46,CA-->US
CR-986-C,SHP820865,2023-03-27,2023-04-08,1,0,0,Rail,20646.2,Africa,NG,516399,AE,464914,10829.75,12,7480.34,23024.04,ZIM,CR-986-C-ZIM,2023-04,0.524539624725131,51,46,NG51-->AE46,NG-->AE
CR-922-B,SHP640569,2024-01-12,2024-01-14,1,1,0,Rail,266.55,Asia,IN,802882,IN,980844,173.79,2,155.85,29892.05,ZIM,CR-922-B-ZIM,2024-01,0.6519977490151941,80,98,IN80-->IN98,IN-->IN
782740,SHP643689,25-03-2023,2023-03-30,0,1,0,Sea,4444.62,Europe,ES,5723,SA,725893,3880.41,5,1946.02,33433.23,DHL,782740-DHL,2023-03,0.8730577642183134,57,72,ES57-->SA72,ES-->SA
CR-672-C,SHP758401,2023-05-08,2023-05-17,1,1,0,Road,11395.94,Europe,NL,7290,IL,463627,11996.85,9,2812.69,1302.51,Royal Mail,CR-672-C-Royal Mail,2023-05,1.0527301828545956,72,46,NL72-->IL46,NL-->IL
CR-379-B,SHP246995,2025-05-25,2025-05-26,0,1,1,Air,66709.15,North America,US,31683,DE,5001,10819.42,1,22525.69,3469.95,FedEx,CR-379-B-FedEx,2025-05,0.16218794573158257,31,50,US31-->DE50,US-->DE
CR-635-B,SHP951651,2023-09-13,2023-09-22,1,1,0,Road,16252.78,Asia,SG,800446,AE,756108,10405.46,9,6465.42,3451.94,YRC Worldwide,CR-635-B-YRC Worldwide,2023-09,0.6402264720250934,80,75,SG80-->AE75,SG-->AE
CR-292-B,SHP621262,2024-03-15,2024-03-18,0,1,2,Air,5907.3,Africa,EG,316960,ZA,698077,4720.16,3,2031.53,717.33,ZIM,CR-292-B-ZIM,2024-03,0.799038477815584,31,69,EG31-->ZA69,EG-->ZA
CR-572-C,SHP475536,2023-02-12,2023-02-16,0,1,1,Road,1664.42,Europe,FR,2889,ES,2409,892.42,4,414.79,2582.18,Rhenus,CR-572-C-Rhenus,2023-02,0.5361747635813076,28,24,FR28-->ES24,FR-->ES
CR-991-B,SHP202660,2025-05-16,2025-05-19,1,0,0,Air,82828.88,North America,MX,13413,SA,264154,6659.8,3,17578.22,4399.08,ZIM,CR-991-B-ZIM,2025-05,0.08040432274346822,13,26,MX13-->SA26,MX-->SA
CR-176-A,SHP170162,2024-05-14,2024-05-23,1,1,0,Rail,9196.68,Middle East,AE,816809,KR,234266,5682.18,9,2817.36,16527.48,UPS,CR-176-A-UPS,2024-05,0.6178512245723456,81,23,AE81-->KR23,AE-->KR
CR-297-A,SHP836784,2024-11-13,2024-11-14,0,0,0,Air,9064.9,Asia,JP,636569,SG,689512,1080.58,1,2571.81,3966.74,ZIM,CR-297-A-ZIM,2024-11,0.11920484506172158,63,68,JP63-->SG68,JP-->SG
CR-253-C,SHP124453,2024-11-06,2024-11-10,0,1,0,Sea,2923.07,Europe,FR,1620,BE,2785,1265.05,4,1763.59,92939.14,XPO Logistics,CR-253-C-XPO Logistics,2024-11,0.43278128816620876,16,27,FR16-->BE27,FR-->BE
CR-149-B,SHP576285,2023-07-17,2023-07-25,0,0,0,Road,16822.43,North America,US,74414,IL,575139,9402.08,8,6435.53,3802.66,R. Mail,CR-149-B-R. Mail,2023-07,0.5589014191172144,74,57,US74-->IL57,US-->IL
628981,SHP924711,2023-12-19,2023-12-24,1,1,0,Sea,5170.57,Latin America,CL,418875,BR,56820,3431.46,5,2903.52,56409.72,SF Express,628981-SF Express,2023-12,0.6636521698768222,41,56,CL41-->BR56,CL-->BR
CR-712-C,SHP172157,2025-01-08,2025-01-10,0,0,2,Road,2586.12,Asia,JP,632080,CN,965808,1015.63,2,495.03,2707.85,ZIM,CR-712-C-ZIM,2025-01,0.39272346217499576,63,96,JP63-->CN96,JP-->CN
CR-779-A,SHP908923,2024-01-08,2024-01-21,0,0,0,Rail,16172.67,Africa,EG,400934,NG,495307,11687.33,13,7171.34,20453.32,YRC Worldwide,CR-779-A-YRC Worldwide,2024-01,0.7226592764212711,40,49,EG40-->NG49,EG-->NG
CR-132-A,SHP108814,2023-10-01,2023-10-03,1,1,0,Road,1330.94,North America,US,13256,US,14332,736.1,2,284.81,2149.52,Rhenus,CR-132-A-Rhenus,2023-10,0.5530677566231386,13,14,US13-->US14,US-->US
CR-588-B,SHP783529,2024-10-30,2024-11-01,0,0,0,Rail,3641.46,Asia,SG,262000,CN,397154,1275.14,2,1357.14,35476.95,YRC Worldwide,CR-588-B-YRC Worldwide,2024-11,0.35017273291481993,26,39,SG26-->CN39,SG-->CN
CR-856-B,SHP576068,08-12-2023,2023-12-12,0,1,1,Road,1174.1,North America,US,95274,MX,54035,1015.6,4,208.98,1143.17,YRC Worldwide,CR-856-B-YRC Worldwide,2023-12,0.8650029810067287,95,54,US95-->MX54,US-->MX
CR-765-C,SHP266156,15-09-2025,2025-09-23,0,1,0,Rail,11522.2,Africa,KE,125834,AR,919159,5776.79,8,3945.88,22768.56,YRC Worldwide,CR-765-C-YRC Worldwide,2025-09,0.501361719116141,12,91,KE12-->AR91,KE-->AR
CR-808-B,SHP934437,2024-09-15,2024-09-17,0,0,0,Air,2643.54,Europe,SE,5792,FR,7705,1999.43,2,844.33,703.81,TNT,CR-808-B-TNT,2024-09,0.7563456577165468,57,77,SE57-->FR77,SE-->FR
CR-415-B,SHP891684,2024-04-05,2024-04-06,1,1,0,Road,520.37,Asia,KR,498776,KR,477790,454.08,1,302.22,3697.58,YRC Worldwide,CR-415-B-YRC Worldwide,2024-04,0.8726098737436824,49,47,KR49-->KR47,KR-->KR
CR-346-C,SHP113263,2024-07-16,2024-07-27,1,0,0,Rail,7757.605,Africa,NG,539574,EG,277243,9937.66,11,4157.17,13944.16,TNT,CR-346-C-TNT,2024-07,1.2810216555238376,53,27,NG53-->EG27,NG-->EG
CR-150-B,SHP712715,2024-11-11,2024-11-15,0,0,2,Sea,2265.01,North America,US,45981,CA,74583,1025.51,4,1179.05,76648.13,XPO Logistics,CR-150-B-XPO Logistics,2024-11,0.45276179796115684,45,74,US45-->CA74,US-->CA
CR-429-C,SHP289927,2024-10-05,2024-10-13,0,0,0,Road,16700.35,Europe,PL,8816,US,37362,11213.1,8,6654.45,3296.96,USPS,CR-429-C-USPS,2024-10,0.6714290419063075,88,37,PL88-->US37,PL-->US
CR-419-B,SHP245835,2024-10-03,2024-10-04,1,0,0,Rail,2110.45,Europe,NL,6638,IT,4146,1263.16,1,417.25,11010.85,XPO Logistics,CR-419-B-XPO Logistics,2024-10,0.5985263806297236,66,41,NL66-->IT41,NL-->IT
CR-992-C,SHP951837,2024-11-14,2024-11-17,0,1,2,Road,7757.605,Asia,IN,387710,CN,130626,917.25,3,147.06,890.7,Nippon Express,CR-992-C-Nippon Express,2024-11,0.1182388121076028,38,13,IN38-->CN13,IN-->CN
CR-218-A,SHP660313,2025-06-23,2025-06-25,0,0,0,Rail,1298.74,Middle East,AE,437839,AE,754711,601.31,2,287.07,15913.39,ZIM,CR-218-A-ZIM,2025-06,0.462994902751898,43,75,AE43-->AE75,AE-->AE
CR-313-B,502276,2025-07-20,2025-07-22,1,1,0,Road,8567.36,Europe,NL,3484,FR,1036,1173.43,2,2207.11,10449.43,USPS,CR-313-B-USPS,2025-07,0.13696517947185596,34,10,NL34-->FR10,NL-->FR
CR-711-C,SHP621848,2023-01-24,2023-01-26,1,0,0,Road,121.59,Africa,NG,666553,NG,391404,354.16,2,12.94,203.03,Rhenus Logistics,CR-711-C-Rhenus Logistics,2023-01,2.912739534501193,66,39,NG66-->NG39,NG-->NG
CR-636-C,SHP293651,2025-07-14,2025-07-15,0,1,0,Rail,562.08,Europe,SE,3905,SE,8858,579.35,1,165.97,9548.96,USPS,CR-636-C-USPS,2025-07,1.0307251636777683,39,88,SE39-->SE88,SE-->SE
CR-750-B,SHP896526,2023-09-12,2023-09-13,1,1,0,Road,2624.16,Europe,DE,4501,PL,9542,1042.32,1,668.28,3561.94,YRC Worldwide,CR-750-B-YRC Worldwide,2023-09,0.39720139015913664,45,95,DE45-->PL95,DE-->PL
CR-508-C,SHP883970,2023-02-10,2023-02-12,0,1,1,Road,4090.95,North America,MX,96618,CA,91281,1289.66,2,3268.92,14081.78,UPS,CR-508-C-UPS,2023-02,0.3152470697515247,96,91,MX96-->CA91,MX-->CA
CR-708-C,SHP636751,2025-04-24,2025-04-26,1,0,0,Air,115605.53,Latin America,CO,516725,BR,78425,7915.1,2,23258.65,4897.53,YRC Worldwide,CR-708-C-YRC Worldwide,2025-04,0.06846644792857227,51,78,CO51-->BR78,CO-->BR
CR-851-B,SHP148388,2025-10-04,2025-10-14,1,0,0,Rail,12941.27,Middle East,IL,256019,MX,51815,8796.16,10,4587.93,17386.11,USPS,CR-851-B-USPS,2025-10,0.67969836036185,25,51,IL25-->MX51,IL-->MX
CR-119-C,SHP930502,2024-01-25,2024-01-27,1,1,0,Road,14176.2,North America,MX,41085,US,53070,1680.27,2,3899.1,12891.77,YRC Worldwide,CR-119-C-YRC Worldwide,2024-01,0.11852753206077792,41,53,MX41-->US53,MX-->US
CR-998-B,SHP910791,2025-06-30,2025-07-03,1,1,0,Rail,2374.97,Europe,SE,8204,NL,8604,1035.37,3,422.23,13593.63,ZIM,CR-998-B-ZIM,2025-07,0.43595076990446197,82,86,SE82-->NL86,SE-->NL
CR-690-A,SHP773192,2024-06-18,2024-06-21,1,0,0,Road,23434.82,Latin America,PE,531666,BR,69701,4545.18,3,10043.57,12276.21,XPO Logistics,CR-690-A-XPO Logistics,2024-06,0.19394985751970786,53,69,PE53-->BR69,PE-->BR
CR-728-A,SHP615161,2025-09-21,2025-10-03,1,1,0,Sea,17052.89,Africa,ZA,781513,PE,290688,8583.83,12,10735.65,83378.79,ZIM,CR-728-A-ZIM,2025-10,0.5033651187569966,78,29,ZA78-->PE29,ZA-->PE
CR-246-A,SHP410955,2024-03-17,2024-03-22,1,0,0,Rail,6196.28,Africa,NG,749171,IL,693507,3742.6,5,2012.7,17926.05,USPS,CR-246-A-USPS,2024-03,0.6040075658298205,74,69,NG74-->IL69,NG-->IL
CR-382-A,SHP691373,2023-06-11,2023-06-14,1,0,0,Sea,482.29,Latin America,AR,614795,AR,481886,152.37,3,47.4,20739.36,US Postal Service,CR-382-A-US Postal Service,2023-06,0.31593024943498726,61,48,AR61-->AR48,AR-->AR
CR-982-C,SHP128093,2025-04-27,2025-05-05,0,0,0,Rail,17384.25,Asia,KR,749657,KE,503498,7021.69,8,7068.84,33557.18,XPO Logistics,CR-982-C-XPO Logistics,2025-05,0.4039110114040007,74,50,KR74-->KE50,KR-->KE
CR-230-B,SHP321086,23-01-2023,2023-01-02,0,1,0,Rail,15659.61,Latin America,AR,377744,CL,468489,8673.02,9,5957.88,22898.14,ZIM,CR-230-B-ZIM,2023-01,0.5538464878754963,37,46,AR37-->CL46,AR-->CL
CR-721-B,SHP948192,2023-02-09,2023-02-12,1,1,0,Rail,626.32,Latin America,AR,723980,AR,393249,304.86,3,201.21,21999.62,ZIM,CR-721-B-ZIM,2023-02,0.4867479882488185,72,39,AR72-->AR39,AR-->AR
