carrier_name,carrier_number,shipment_number,shipment_date,delivery_date,delivery_reliability,feedback_reliability,non_conformance_count,transport_mode,shipment_weight_kg,cost_usd,status,region,origin_country,origin_postal_code,destination_country,destination_postal_code,distance_km,lead_time_days,co2_emission_kg,remarks,data_entry_source
ZIM,414471,SHP867463,2025-09-22,2025-09-30,0,1,2,Road,945.56,6243.21,In Transit,Africa,KE,543133,SA,974045,8997.84,8,1531.45,Left at front desk,Email
USPS,CR-158-C,SHP971193,2025-04-25,2025-04-27,1,0,0,Rail,17614.11,4106.02,Delivered,North America,MX,90552,US,81846,1644.26,2,868.86,SLA breach,Email
DHL,CR-292-A,SHP983149,2023-02-22,2023-02-27,0,0,0,Road,1822.29,6100.72,Cancelled,Middle East,AE,503928,CL,769526,3992.33,5,1309.53,SLA breach,API
COSCO,CR-243-B,SHP603646,2024-07-18,2024-07-22,1,1,0,Rail,31380.94,5004.04,Returned,Middle East,IL,744085,MX,18967,3291.37,4,3098.59,No issues,API
Royal Mail,CR-823-B,SHP569537,2024-10-14,2024-10-17,1,1,0,Road,2567.95,3413.03,Cancelled,Middle East,AE,760183,SA,369037,3026.88,3,1399.12,No issues,Portal
Hapag-Lloyd,CR-129-A,SHP847067,2025-02-26,2025-02-28,1,0,0,Air,307.26,USD 11113.24,Delayed,North America,CA,82546,CN,548183,11708.8,2,2158.59,Left at front desk,Manual
TNT,CR-993-A,SHP525804,2025-09-20,2025-09-23,1,Provided,0,Road,3052.11,$2040.71,Returned,Europe,DE,4177,FR,1685,1810.26,3,994.52,Customs hold,Portal
SF Express,CR-450-C,SHP773265,2024-06-06,2024-06-16,No,0,0,Road,2449.76,19385.16,In Transit,Latin America,AR,808616,NL,7859,10819.7,10,4771.03,Customs hold,Portal
Kuehne + Nagel,CR-340-B,SHP743145,2024-09-27,2024-10-03,0,0,1,Road,2255.52,2771.52,Delayed,Latin America,CL,707010,BR,78122,3366.76,6,1366.88,Customs hold,EDI
Royal Mail,734496,SHP510058,2024-07-15,2024-07-20,No,0,0,Rail,17641.54,8374.39,Delayed,Africa,ZA,417249,KE,126815,4721.87,5,2499.03,No issues,EDI
UPS,CR-318-B,SHP682185,2023-09-28,2023-10-03,1,None,0,Road,2025.46,6016.44,Cancelled,Latin America,PE,464579,CL,892629,3365.8,5,1227.11,Customs hold,Portal
Royal Mail,CR-678-A,SHP327261,2023-11-07,2023-11-13,0,0,0,Road,2471.59,3172.83,In Transit,Latin America,CL,32044,CO,90793,4277.97,6,1903.21,Partial delivery,Email
DHL,CR-263-B,SHP831002,2023-04-01,2023-04-04,0,0,3,Sea,55366.91,2333.57,Returned,North America,CA,15306,MX,74783,1405.74,3,1167.47,Customs hold,EDI
YRC Worldwide,CR-262-B,SHP801538,2024-10-05,2024-10-16,0,0,2,Rail,35130.31,26110.39,Returned,Africa,NG,706197,CO,70798,8519.82,11,8979.12,Documentation missing,Portal
T.N.T,CR-662-B,SHP312864,2025-09-30,2025-10-02,1,0,0,Road,2916.42,1229.38,Delivered,Europe,SE,1799,DE,4937,966.4,2,507.31,No issues,Email
DB Schenker,810426,SHP364158,2023-08-28,2023-08-29,1,1,0,Air,4324.05,56116.65,Delivered,Africa,NG,927972,KE,464451,4912.69,1,12745.64,Partial delivery,Email
SFExpress,CR-421-C,SHP134382,26-05-2024,2024-05-27,1,0,0,Road,24455.58,16380.42,Delivered,North America,MX,55163,CA,63735,1421.06,1,6255.53,Documentation missing,EDI
CEVA Logistics,214611,SHP800140,2025-06-28,2025-07-03,0,0,0,rail,12966.56,7098.34,In Transit,Asia,CN,116886,CA,97413,4306.07,5,1675.05,Documentation missing,Portal
Maersk,CR-522-B,SHP381892,2023-02-28,2023-03-11,1,0,0,Rail,31062.71,25734.46,Delayed,Latin America,CO,444830,BR,63759,9044.41,11,8428.32,Customs hold,Email
Evergreen Marine,CR-692-C,SHP688976,2024-06-16,2024-06-17,1,1,0,Air,2014.24,21631.49,Cancelled,North America,MX,42003,AR,129486,5561.15,1,6720.91,Partial delivery,API
SF Express,197450,SHP273125,2025-05-08,2025-05-18,1,0,0,Road,405.37,3104.96,Cancelled,Europe,ES,4843,EG,961512,9285.11,10,677.51,Partial delivery,Portal
Hapag Lloyd,CR-519-A,SHP455543,2024-11-22,2024-11-24,0,0,0,Road,563.62,77.89,In Transit,Asia,SG,461963,SG,582792,134.09,2,13.6,No issues,EDI
XPO Logistics,CR-286-A,SHP593936,2025-10-09,2025-10-15,0,1,0,Road,2804.36,10477.94,Cancelled,North America,MX,20759,CO,811058,6728.94,6,3396.66,Partial delivery,Portal
Nippon Express,819246,200455,2024-05-27,2024-05-31,0,0,2,Sea,72004.87,3758.31,Returned,North America,US,17127,CA,65516,1137.74,4,1228.85,No issues,Portal
ZIM,CR-145-B,SHP381330,2023-04-22,2023-04-26,1,0,0,Rail,27528.55,2976.34,Returned,North America,CA,39872,MX,13692,1368.98,4,1130.58,Partial delivery,Manual
SF Express,CR-979-B,SHP672144,2024-03-06,2024-03-15,1,0,0,Road,653.95,2212.73,Delivered,Latin America,BR,78508,CO,529733,9973.17,9,1173.95,Left at front desk,Portal
SF Express,CR-878-B,SHP580614,2024-09-27,2024-09-28,1,1,0,Air,3374.76,47281.68,In Transit,Latin America,BR,62168,AR,180237,7674.34,1,15539.44,No issues,API
XPO Logistics,CR-586-C,SHP351030,2025-04-04,2025-04-13,0,0,0,Rail,34172.17,32062.39,Delivered,Middle East,AE,247340,TR,5896,9937.62,9,10187.7,SLA breach,API
YRC Worldwide,693266,SHP666486,2025-10-09,2025-10-10,1,0,0,Sea,65835.96,1470.69,Delivered,Africa,EG,594668,EG,592262,344.38,1,340.09,Partial delivery,Portal
XPO Logistics,CR-190-A,SHP549703,2024-01-11,2024-01-15,1,0,0,Sea,33830.92,1511.3,Cancelled,North America,US,73433,CA,23452,1106.03,4,561.27,Documentation missing,Manual
COSCO Group,CR-625-B,SHP549620,2023-07-26,2023-07-28,0,1,0,Sea,71681.71,6556.21,Delivered,Asia,KR,187434,CN,745473,1886.76,2,2028.69,Left at front desk,Email
UPS,CR-143-C,SHP179159,2024-04-03,2024-04-05,1,0,0,Road,13575.9,$9053.21,In Transit,Asia,KR,606174,SG,779793,1309.75,2,3200.58,Left at front desk,Portal
Rhenus,508123,SHP736448,2024-07-11,2024-07-15,0,0,0,Air,983.35,16161.84,Returned,Latin America,PE,733960,CL,348746,7502.6,4,4426.61,No issues,API
SF Express,CR-688-A,SHP377641,26-01-2024,2024-01-27,1,1,0,Road,15497.58,8678.47,Returned,Asia,CN,375048,SG,196127,977.12,1,2725.73,Partial delivery,Email
Royal Mail,828777,122620,2024-02-27,2024-03-07,1,0,0,Sea,52542.59,13271.1,Cancelled,Latin America,PE,6166,CL,145924,5129.97,9,4043.13,Partial delivery,EDI
Nippon Express,CR-767-A,SHP407707,2025-10-11,2025-10-20,1,1,0,Rail,16723.79,23264.19,Delayed,Latin America,CL,785841,AR,867237,9521.22,9,4776.93,Documentation missing,Email
S.F. Express,167562,SHP869844,2025-04-03,2025-04-07,0,0,0,Rail,11877.06,7517.9,In Transit,Latin America,BR,11244,PE,632348,3523.89,4,1255.6,No issues,Portal
COSCO,CR-818-C,SHP877018,2024-04-19,2024-04-25,1,0,0,Road,3163.32,10342.39,In Transit,Africa,NG,513544,ZA,233930,5732.17,6,3263.88,SLA breach,Manual
FedeEx,CR-620-C,SHP415294,2023-06-10,2023-06-11,No,0,2,Road,2300 g,138.48,Delivered,North America,CA,74131,CA,58349,73.11,1,30.27,Documentation missing,Manual
Kuehne + Nagel,CR-737-A,SHP510438,2023-12-11,2023-12-14,1,1,0,Rail,12759.1,1007.76,Cancelled,Latin America,AR,943681,AR,398184,454.79,3,174.08,Left at front desk,Portal
DB Schenker,CR-194-C,SHP353850,2025-08-28,2025-09-11,1,0,0,Sea,75644.76,USD 22351.36,Delayed,Africa,EG,336705,CA,92599,9125.23,14,10354.13,Customs hold,EDI
Hapag-Lloyd,CR-293-C,SHP667462,2025-05-19,2025-05-20,0,0,0,Sea,53423.94,524.29,Cancelled,Latin America,BR,93009,BR,61126,144.39,1,115.71,Partial delivery,API
ZIM,CR-362-B,SHP482101,2023-06-25,2023-07-02,1,0,0,Sea,60168.71,7345.99,Cancelled,Middle East,IL,180962,EG,523964,5613.21,7,5066.1,No issues,EDI
Nippon,491451,SHP601093,2024-05-13,2024-05-25,1,1,0,Rail,10142.03,14620.15,Delivered,Africa,NG,928373,ZA,788141,9318.43,12,2835.23,Documentation missing,Email
DB Cargo,CR-385-A,SHP936591,2024-12-26,2024-12-29,1,1,0,Rail,35555.28,3445.43,In Transit,Europe,SE,6326,NL,9948,1195.49,3,1275.18,Partial delivery,Manual
Hapag-Lloyd,CR-140-B,SHP597920,2023-12-31,2024-01-04,0,1,0,Rail,10620.5,1599.87,Delivered,Asia,CN,924988,SG,560354,1203.97,4,383.6,Customs hold,Portal
DB Cargo,CR-747-C,SHP534056,2025-05-07,2025-05-08,1,0,0,Air,1015.04,15070.46,Delayed,Europe,NL,4025,CA,30847,6862.17,1,4179.24,Left at front desk,Email
Kuehne + Nagel,CR-705-A,SHP636984,2025-07-25,2025-07-28,1,0,0,Air,636.86,11048.1,Returned,Africa,KE,338534,ZA,704437,5090.37,3,1945.13,Partial delivery,API
CEVA Logistics,CR-964-A,SHP620958,2023-09-23,2023-09-24,1,1,0,Rail,37379.61,1274.32,Cancelled,Middle East,SA,549543,SA,280783,372.67,1,417.9,Left at front desk,EDI
Maersk,549558,SHP100480,2023-12-23,2024-01-03,1,0,0,Rail,33138.22,15127.01,Cancelled,Asia,CN,829690,FR,8080,11607.09,11,11539.15,SLA breach,API
Evergreen M.,CR-858-A,SHP971067,2025-01-25,2025-02-08,1,1,0,Sea,26487.16,6397.15,Cancelled,Africa,EG,345421,DE,1920,9469.2,14,3762.18,Documentation missing,Manual
Evergreen Marine,CR-225-C,SHP626783,2025-03-18,2025-03-30,0,1,3,Rail,11279.98,15285.3,Returned,Middle East,TR,1167,SA,362945,10369.18,12,3508.92,Customs hold,Manual
Evergreen Marine,CR-597-B,SHP148415,2023-06-26,2023-07-10,0,0,0,Sea,70973.99,16335.39,Delivered,Europe,DE,1379,CN,470764,9512.98,14,10127.62,Documentation missing,EDI
United Parcel Service,CR-206-A,SHP530790,2025-01-01,2025-01-04,0,0,2,Air,2019.2,3360.48,Returned,Europe,PL,8966,IT,5583,955.66,3,1157.8,Left at front desk,Manual
UPS,CR-928-B,SHP802221,2023-10-29,2023-11-11,1,1,0,Rail,37239.25,30545.22,Delayed,Europe,IT,9857,AE,693541,10428.88,13,11650.91,Documentation missing,EDI
Rhenus,CR-697-A,SHP446714,2023-01-17,2023-01-26,1,1,0,Road,10896.5,63296.35,Cancelled,Europe,DE,7657,SA,882270,8091.94,9,15871.28,No issues,API
UPS,CR-934-B,SHP434570,2025-02-17,2025-02-22,0,Provided,0,Road,24786.92,69528.17,Returned,North America,US,54233,PL,5158,6333.22,5,28256.57,Left at front desk,Email
FedEx,CR-791-B,SHP829841,2025-03-28,2025-04-02,0,1,1,Road,2934.72,5475.59,Delivered,Middle East,AE,253032,TR,8926,4170.43,5,2203.03,Customs hold,Manual
DHL,CR-904-A,SHP998589,2024-08-02,2024-08-12,1,1,0,Sea,45281.2,10352.27,Returned,Asia,JP,547309,TR,6626,5770.33,10,3919.31,Customs hold,Portal
UPS,CR-515-B,SHP779684,2023-02-24,2023-02-25,1,0,0,Air,4084 g,35907.09,In Transit,Europe,NL,2338,AE,159972,5577.81,1,13670.03,No issues,Manual
Royal Mail,CR-570-B,SHP870734,2025-06-21,2025-06-26,0,1,0,Rail,22432.95,$5374.93,Returned,Europe,NL,3306,CL,794887,4691.57,5,3157.37,Documentation missing,Email
Royal Mail,CR-776-B,SHP330819,2025-02-07,2025-02-12,1,1,0,rail,22923.0,2475.02,Cancelled,Europe,PL,2222,DE,8843,1345.67,5,925.4,Partial delivery,Portal
TNT,CR-239-B,SHP906774,2025-05-24,2025-05-28,0,0,3,Rail,31370.43,1390.55,Returned,Europe,PL,4222,BE,3719,979.26,4,921.59,Partial delivery,Portal
DB Cargo,CR-396-C,SHP978662,2024-08-14,2024-08-16,0,1,0,Air,4828.27,98851.47,Cancelled,Europe,FR,6938,US,67847,6798.66,2,19695.46,Customs hold,Email
COSCO,CR-822-C,SHP531104,2024-06-28,2024-07-02,1,0,0,Air,2864.02,61032.69,Delivered,Middle East,IL,747441,SA,425900,11847.01,4,20358.02,SLA breach,EDI
SF Express,CR-115-C,SHP348439,2023-03-25,2023-03-27,1,1,0,Rail,10637.36,1660.86,Delayed,Middle East,TR,5096,SE,5779,1243.33,2,396.77,Left at front desk,EDI
DB Cargo,CR-912-C,SHP309102,2024-01-08,2024-01-14,1,0,0,Sea,67256.35,6920.03,Delivered,Africa,NG,140486,ZA,137798,3575.8,6,3607.42,Partial delivery,Email
USPS,CR-490-C,SHP139859,2023-12-06,2023-12-09,0,1,1,Road,402.68,588.98,Delivered,Africa,KE,829028,NG,811075,3526.1,3,255.58,Documentation missing,EDI
XPO Logistics,CR-415-C,SHP132571,2024-06-15,2024-06-22,0,0,2,Road,897.72,6125.56,Returned,Latin America,CO,144926,BR,21937,9296.21,7,1502.17,SLA breach,Portal
Hapag-Lloyd,CR-722-B,SHP178031,2025-02-06,2025-02-08,0,1,0,Road,13602.42,7627.04,In Transit,Asia,CN,338055,IN,989264,1059.35,2,2593.75,Partial delivery,Manual
DB Cargo,CR-673-C,SHP237750,2024-09-30,2024-10-08,1,0,0,Road,170.7,799.48,In Transit,Africa,NG,180173,EG,654862,10886.92,8,334.52,SLA breach,EDI
Rhenus,CR-939-A,SHP922959,2025-05-09,2025-05-20,1,1,0,Road,2489.45,17353.5,Delivered,Asia,KR,342901,KE,879411,10407.53,11,4663.62,Partial delivery,Portal
XPO Logistics,250924,SHP499233,2025-08-28,2025-08-31,1,0,0,Rail,22263.94,4906.26,Delayed,Asia,JP,856309,IN,726174,1644.19,3,1098.18,Customs hold,Manual
YRC Worldwide,CR-371-C,SHP790116,2024-10-10,2024-10-12,1,1,0,Rail,23353.7,2298.19,Delivered,Asia,CN,794315,IN,287915,1275.66,2,893.74,Customs hold,Email
DB Cargo,CR-331-A,SHP833291,2025-03-07,2025-03-10,0,0,0,Rail,15052.01,2164.94,Delayed,Asia,JP,551185,IN,887818,1224.01,3,552.71,Left at front desk,Manual
Royal Mail,CR-463-A,SHP115266,2023-10-29,2023-11-03,0,0,0,Rail,29665.08,7882.52,Delayed,Latin America,BR,83668,JP,287842,3737.67,5,3326.35,Partial delivery,EDI
Nippon Express,CR-677-B,SHP792668,2025-07-25,2025-07-30,0,0,0,sea,45863.13,2052.04,Cancelled,North America,US,16877,MX,72133,1624.17,5,1117.34,Left at front desk,Portal
USPS,CR-445-B,SHP468682,2024-12-04,2024-12-06,0,1,0,Road,21566.45,5234.77,In Transit,Middle East,IL,440506,IL,801451,595.6,2,2312.08,Partial delivery,Manual
X.P.O Logistics,CR-189-C,SHP833547,05-03-2025,2025-03-12,1,0,0,Road,20898.49 kg,34655.68,In Transit,Europe,FR,2650,CL,964053,7557.5,7,28429.26,Documentation missing,API
DB Schenker,CR-363-B,SHP617816,2025-06-29,2025-07-02,0,0,0,Road,2921.32,1256.52,Returned,North America,CA,73140,MX,42897,1135.68,3,597.19,SLA breach,Portal
HapagLloyd,597966,SHP816999,2024-05-09,2024-05-10,1,1,0,Air,4987.46,6045.39,Delivered,Asia,JP,575999,JP,703408,609.39,1,1823.58,Documentation missing,EDI
Rhenus,CR-581-C,SHP142500,2024-01-13,2024-01-21,0,1,0,Road,1121.89,4780.55,In Transit,Asia,IN,973510,KE,480041,10109.82,8,2041.58,Documentation missing,Portal
Hapag-Lloyd,CR-743-A,SHP533666,2023-05-14,2023-05-16,0,1,2,Sea,22623.31,730.19,Delivered,Latin America,AR,919939,AR,637311,584.05,2,198.2,Customs hold,EDI
XPO Logistics,CR-830-B,SHP352883,29-10-2025,2025-11-02,0,1,0,Road,24339.07,28618.12,Delivered,Africa,KE,381007,EG,510337,5027.59,4,22026.04,Customs hold,EDI
Hapag-Lloyd,CR-246-A,SHP344215,2024-06-19,2024-07-02,1,0,0,Sea,80638.62,18286.56,Cancelled,Asia,SG,644912,EG,145496,9461.97,13,11445.0,SLA breach,EDI
T.N.T,CR-927-B,SHP590160,2025-04-11,2025-04-13,0,Provided,Yes,Road,2888.27,457.03,Returned,Africa,EG,296895,EG,233983,470.31,2,244.51,SLA breach,EDI
Nippon Express,CR-793-A,SHP883212,2025-05-23,2025-06-05,1,0,0,Sea,69985.14,22838.76,Delayed,Middle East,SA,546012,NG,129182,9879.77,13,10371.56,SLA breach,API
Nippon Express,CR-755-C,SHP841631,2025-04-06,2025-04-14,0,1,0,Rail,11579.08,9418.13,Returned,Asia,CN,799027,AE,372160,6151.12,8,2136.73,SLA breach,Email
SF Express,CR-625-C,SHP825964,2024-06-05,2024-06-12,1,0,0,Road,1108.4,8431.08,Delayed,Africa,NG,316421,ES,5383,8468.8,7,1689.63,No issues,API
CEVA Logistics,CR-470-B,SHP133723,2024-09-03,2024-09-06,0,0,0,Road,3514.99,2699.1,In Transit,Europe,NL,3677,FR,8919,1698.29,3,1074.51,No issues,API
Nippon Express,CR-308-C,SHP617277,2023-11-05,2023-11-08,0,1,3,Air,3524 g,16164.12,Delayed,Europe,SE,9228,ES,8062,1620.71,3,3426.97,Left at front desk,EDI
USPS,CR-197-A,277155,2025-07-24,2025-07-30,Yes,1,0,Sea,,4148.55,Returned,Africa,EG,469665,ZA,173076,4179.5,6,1344.59,No issues,API
COSCO,CR-912-B,SHP547352,2024-03-19,2024-04-04,0,1,0,Sea,44680.08,18696.1,Delayed,Africa,EG,848172,KE,575564,11754.62,16,7877.96,Customs hold,API
UPS,239735,SHP154385,2023-02-07,2023-02-10,0,1,1,Air,528.02,$1674.15,Delayed,North America,CA,40773,US,95790,1209.97,3,383.34,No issues,Manual
XPO Logistics,574624,SHP694040,2024-07-22,2024-07-26,0,1,0,Road,11535.8,5917.1,Delivered,Europe,SE,1969,FR,6756,1124.15,4,2334.24,No issues,Email
Hapag-Lloyd,CR-177-C,SHP727218,2024-10-31,2024-11-05,1,1,3,Road,854.02,4543.77,Delayed,Africa,EG,277468,KR,848448,6581.0,5,1011.66,Documentation missing,Portal
HapagLloyd,CR-427-C,SHP248549,2023-12-11,2023-12-12,Yes,0,0,Road,2623.42,341.03,Delivered,Europe,DE,2563,DE,7583,373.8,1,176.52,No issues,Manual
Hapag-Lloyd,267548,SHP251426,2024-06-09,2024-06-11,1,0,0,Air,3249.45,82263.01,In Transit,Africa,ZA,315390,NG,335855,10925.29,2,21300.73,Customs hold,API
FedEx,CR-484-A,SHP605724,2023-05-20,2023-05-23,1,1,0,Sea,21746.55,867.72,Cancelled,Africa,EG,187144,EG,112695,401.62,3,131.01,Partial delivery,API
Hapag-Lloyd,CR-535-B,SHP118050,2025-04-25,2025-04-29,0,1,0,Sea,95555.58,4250.41,In Transit,Europe,BE,7008,TR,2229,1463.35,4,2097.46,Customs hold,Manual
SF Express,CR-312-A,SHP912727,2024-07-22,2024-08-02,No,0,2,Rail,11343.59,14510.67,Cancelled,Asia,SG,411006,CO,227993,8275.78,11,2816.31,Documentation missing,Manual
USPS,CR-205-C,SHP336182,2024-07-08,2024-07-19,1,0,0,Rail,19645.68,16459.71,Delayed,Africa,EG,968527,NG,917624,10326.22,11,6085.97,Documentation missing,EDI
DB Cargo,CR-896-C,SHP967598,2025-01-04,2025-01-06,1,0,0,Sea,43716.0,1004.83,Returned,Middle East,TR,7085,TR,4993,518.11,2,339.75,Customs hold,EDI
YRC Worldwide,CR-282-C,SHP844224,2025-05-21,2025-05-25,0,1,0,Air,3409.82,62911.61,Delayed,Africa,NG,977687,KE,522162,10338.33,4,21151.11,Customs hold,API
DB Cargo,458845,SHP837152,2024-01-08,2024-01-10,1,1,0,Rail,12309.25,2816.59,Cancelled,Asia,IN,599564,CN,429332,1714.66,2,633.19,Customs hold,EDI
Zim,CR-512-A,SHP725444,2023-10-22,2023-10-26,1,1,0,Sea,44539.27,2883.0,Cancelled,Asia,CN,974409,KR,490590,1528.51,4,1021.18,Partial delivery,Portal
Hapag-Lloyd,CR-965-C,SHP212454,2024-01-07,2024-01-11,1,0,0,Air,3722.08,67930.44,Returned,Middle East,SA,853845,AE,135278,8765.29,4,19575.07,No issues,Manual
DBCargo,CR-593-A,388606,2025-03-01,2025-03-05,0,0,0,Rail,31168.5,6133.81,In Transit,Asia,SG,448966,BR,95456,3117.66,4,2915.18,Left at front desk,EDI
Hapag-Lloyd,822253,SHP517224,2024-11-30,2024-12-03,1,0,0,Sea,55785.32,2506.19,Returned,Europe,SE,1171,DE,7983,1616.66,3,1352.78,Left at front desk,EDI
DBSchenker,CR-473-C,SHP569502,2025-10-18,2025-10-30,0,1,1,Sea,52453.38,12862.3,Delivered,Asia,CN,973154,IT,1293,7347.64,12,5781.13,Partial delivery,Portal
CEVA Logistics,CR-360-B,SHP680561,2025-07-11,2025-07-12,0,0,0,rail,14408.48,N/A,Delivered,Middle East,SA,397905,SA,979133,299.45,1,129.44,Documentation missing,Manual
FedEx,CR-738-C,SHP143767,2023-08-26,2023-08-27,1,1,0,Air,139.09,2551.71,Cancelled,North America,MX,31519,JP,507594,6119.34,1,510.67,No issues,Portal
ZIM,CR-774-B,SHP592097,2023-12-23,2023-12-26,0,0,1,Air,3199.5,8146.6,In Transit,Middle East,AE,920669,AE,916461,759.22,3,1457.47,Customs hold,Email
Hapag-Lloyd,CR-835-B,SHP580281,14-06-2023,2023-06-22,1,0,0,Road,3828.9,33197.85,In Transit,Latin America,AR,685831,ZA,888643,9913.25,8,6832.24,SLA breach,Manual
TNT,685677,SHP509838,2024-01-02,2024-01-06,0,1,0,Sea,,7848.69,Returned,Europe,PL,6420,IT,5137,1912.4,4,2623.02,Partial delivery,Manual
Nippon Express,CR-729-C,SHP311225,2023-05-30,2023-06-06,0,0,2,Sea,90067.17,10205.73,Cancelled,Asia,SG,835123,CA,17276,5746.94,7,7764.16,Customs hold,Manual
UPS,CR-985-A,SHP993564,05-06-2024,2024-06-15,0,0,2,Road,3803.53,14480.21,In Transit,Latin America,CL,928966,PE,732626,8964.28,10,6137.26,Partial delivery,Email
Evergreen Marine,CR-236-C,SHP891579,2023-03-04,2023-03-07,1,1,0,Road,14037.95,1600.3,Delayed,North America,US,86939,US,57809,272.52,3,688.62,Left at front desk,Portal
YRC Worldwide,CR-653-A,SHP957289,2025-07-08,2025-07-10,0,0,0,Sea,97872.91,3351.93,Cancelled,Africa,EG,694480,EG,315240,755.04,2,1108.47,Left at front desk,API
Ceva,CR-748-A,SHP745382,2024-02-15,2024-02-16,1,1,0,Air,1552.04,7014.81,Cancelled,Asia,JP,759771,SG,725133,1608.2,1,1497.6,No issues,Manual
Royal Mail,CR-902-B,SHP250092,2025-07-29,2025-08-03,1,1,0,Road,18050.65,19384.99,In Transit,Africa,EG,241478,KE,425055,5473.34,5,17783.51,Documentation missing,Email
TNT,CR-106-C,SHP214008,2024-11-12,2024-11-14,0,1,0,Road,18513.09,14660.59,Cancelled,Europe,DE,5935,BE,1238,1389.0,2,4628.63,SLA breach,EDI
CEVA Logistics,CR-578-C,SHP561200,2024-01-11,2024-01-21,1,0,0,Road,3596.85,12588.88,Delivered,Middle East,AE,541740,IL,951066,10536.15,10,6821.44,No issues,EDI
FedEx,CR-365-B,SHP221791,2024-07-31,2024-08-02,1,1,0,Air,3478.63,73343.02,Returned,Europe,BE,2544,CA,15019,9199.34,2,19200.66,No issues,Email
Maersk,CR-430-A,SHP988157,2025-06-25,2025-07-02,1,1,0,Road,3879.47,$13185.75,Delayed,Asia,IN,863466,BE,7921,9600.33,7,6703.96,Documentation missing,Manual
Maersk,CR-909-A,SHP236944,2024-12-20,2024-12-23,0,0,0,Road,13112.2,8429.16,Delivered,Asia,CN,660124,KR,661931,1978.59,3,4669.87,Documentation missing,Portal
Evergreen Marine,900024,SHP964528,2024-01-03,2024-01-05,No,1,2,Road,24655.31,10574.03,In Transit,Asia,IN,873781,KR,897695,1060.02,2,4704.33,No issues,API
USPS,CR-321-A,SHP400985,2025-01-27,2025-01-29,0,1,0,Air,3667.88,3804.95,Cancelled,North America,US,56361,US,95001,306.58,2,674.7,SLA breach,Portal
db schenker,CR-328-A,SHP966995,2023-07-07,2023-07-09,Yes,0,0,Road,996.1,471.06,Delivered,Asia,KR,629316,IN,440328,1225.1,2,219.66,Partial delivery,API
DHL,CR-170-C,SHP735633,2023-01-20,2023-01-28,1,0,0,Rail,12370.76,11612.0,Cancelled,Middle East,TR,4301,IL,682643,5512.78,8,2045.92,No issues,API
Fed Ex,771858,SHP419997,2024-04-20,2024-04-28,1,1,0,Road,20376.14,$99111.21,Delayed,Latin America,PE,46663,CL,663063,11254.13,8,41276.83,Documentation missing,API
COSCO Shipping,CR-699-C,SHP845156,2023-08-01,2023-08-04,1,1,0,Road,1606.64,720.05,Delivered,North America,MX,96621,MX,13528,776.08,3,224.44,No issues,API
ZIM,CR-864-C,SHP881195,2025-10-10,2025-10-19,1,0,0,Road,3627.11,30079.93,In Transit,Europe,FR,2483,CL,602248,11871.22,9,7750.47,Partial delivery,API
Hapag-Lloyd,418017,SHP746209,2024-12-07,2024-12-09,1,1,0,Road,593.07,707.37,In Transit,Europe,ES,1610,IT,2672,1235.71,2,131.91,Documentation missing,Email
Royal Mail,CR-111-B,SHP500459,2024-04-26,2024-04-27,0,0,0,Air,1306.6,3757.01,Cancelled,North America,MX,96209,CA,96431,1778.54,1,1394.3,Documentation missing,Portal
COSCO,CR-807-A,SHP480594,2023-12-17,2023-12-31,1,0,0,Rail,19513.06,15007.3,In Transit,Africa,EG,946030,NG,876308,11278.27,14,6602.2,Customs hold,API
TNT,CR-640-C,SHP229158,2023-06-29,2023-07-01,0,0,0,Rail,9813.21,487.47,Returned,Middle East,SA,746833,SA,448872,334.8,2,98.56,Customs hold,Email
CEVA Logistics,CR-624-C,SHP349011,2024-02-01,2024-02-04,0,1,1,Air,3018.52,91988.67,Delivered,Middle East,SA,219233,IL,180488,10415.61,3,18863.83,SLA breach,API
FedEx,CR-601-C,SHP977510,2024-07-20,2024-07-29,1,1,0,Sea,89886.91,10763.68,Delayed,Africa,NG,891446,IT,9317,6330.63,9,8535.61,Customs hold,API
DB Cargo,CR-129-B,SHP212892,2024-01-03,2024-01-10,0,1,3,Sea,71016.38,11276.26,Cancelled,Africa,KE,761227,CA,65806,4098.4,7,4365.8,Left at front desk,Email
Evergreen Marine,CR-121-C,SHP119455,2025-01-03,01/04/2025,1,1,0,Air,2059.69,4705.08,Returned,Asia,KR,698334,CN,570393,879.95,1,1087.46,No issues,Portal
ZIM,CR-835-B,SHP522022,02-11-2023,2023-11-03,0,0,3,Road,14844.17,6316.59,Delayed,Asia,SG,901237,JP,573069,1147.26,1,3065.41,No issues,EDI
TNT,CR-557-A,SHP431976,2023-05-06,2023-05-08,1,1,0,Rail,10227.44,3424.31,Delayed,North America,MX,84747,CA,99071,1947.06,2,597.4,Customs hold,Portal
Hapag-Lloyd,CR-192-A,SHP151378,2024-04-22,2024-04-26,0,1,0,Road,14778.34,9515.85,Delayed,Asia,SG,184072,JP,706440,1759.03,4,4679.21,Documentation missing,Manual
Rhenus,CR-678-C,SHP725685,2024-05-06,2024-05-09,1,1,0,Air,4843.46,40604.72,In Transit,Africa,KE,184532,KR,243059,3115.64,3,9054.29,SLA breach,Email
COSCO,411431,SHP764352,2024-11-24,2024-12-01,0,0,0,Sea,47196.85,8644.31,Delivered,Latin America,AR,561018,SE,1249,3932.74,7,2784.19,Documentation missing,EDI
